TRANSPORTISTA,CD,FECHA,SEMANA,MES ,PLACAS,FUENTE,REPORTE,SISTEMA,ESTADO,CRITICIDAD,FECHA SOLUCIÓN,DÍAS DE CIERRE,DÍAS PARA CIERRE,CUMPLIMIENTO MTTO COR,META,META RT,PORCENTAJE DE RESPUESTA TALLER,OBSERVACIONES,EVIDENCIAS ANTES,EVIDENCIAS DESPUES
Logisticos,La Arenosa,5/2/2026,6,Febrero,COLCN049,Checklist T2,Tiene las llantas mordisquiadas de ambos lados y el estribo del lado del auxiliar esta machucado y la defensa delantera machuca,GOLPES Y RAYONES,Cerrado,0,,,,,80%,,,,,
Logisticos,La Arenosa,7/2/2026,6,Febrero,COLCN033,Checklist T2,No le marca el combustible,ELÉCTRICO,Cerrado,0,2/10/2026,,,,80%,,,,,
Logisticos,La Arenosa,4/2/2026,6,Febrero,COLJU874,Checklist T2,Sale una carretilla y un cono le faltan dos retrobisor auxilares,CARRETILLAS,Cerrado,0,,,,,80%,,,,,
Logisticos,La Arenosa,3/2/2026,6,Febrero,COVEK254,Checklist T2,Tiene el babero de ambos lados partido y las llantas mordisquiadas de ambos lados y la defensa delantera rayada y los talco de las luces partido y no tiene carretilla ni cono ni correa ni malacate y la carpa rota,CARROCERÍA BOTELLERA,Cerrado,0,,,,,80%,,,,,
Logisticos,La Arenosa,2/2/2026,6,Febrero,COKSP873,Checklist T2,Tiene la defensa delantera machucada y las llantas mordisquiadas de ambos lados y la parte trasera partida y no tiene carretilla y un solo cono,CARROCERÍA BOTELLERA,Abierto,2,,,,,80%,,,,,
Logisticos,La Arenosa,6/2/2026,6,Febrero,COLJU875,Checklist T2,Tiene la luna delantera partida y la defensa delantera rayada y las llantas mordisquiadas de ambos lados y la defensa trasera doblada y la parte trasera donde esta la placa esta undido,GOLPES Y RAYONES,Cerrado,0,,,,,80%,,,,,
Logisticos,La Arenosa,7/2/2026,6,Febrero,COKSP226,Checklist T2,Tiene las llantas mordisquiadas y con boquete a los lados y el estribo rayada y partido y la farora del lado del conductor partida y le falta el talco y la defensa delantera machucada de ambos lados y no tiene llanta de repuesto y la parte trasera partida en la esquina y undida,CABINA,Cerrado,1,2/8/2026,1.00,0,100%,80%,50%,100%,Se envia a taller todofibra para reparacón,,
Logisticos,La Arenosa,13/2/2026,7,Febrero,COLGU476,Checklist T2,Base del cinturón de seguridad del conductor en mal estado,CINTURON,Cerrado,3,3/10/2026,25,5,100%,80%,50%,17%,Se envia a taller todofibra para reparación ,,
TEV,La Arenosa,14/2/2026,7,Febrero,COVEN982,Checklist T2,El vehículo sale a ruta con un golpe en la puerta trasera izquierda del lado de adentro,PUERTAS,Abierto,3,,,,,80%,,,,,
Logisticos,La Arenosa,9/2/2026,7,Febrero,COVEN015,Checklist T2,Farola lado copiloto partida,LUCES,Abierto,1,,,,,80%,,,,,
Logisticos,La Arenosa,11/2/2026,7,Febrero,COVEN055,Checklist T2,Golpe delantero carpa rota golpeada la carroseria,CARPAS/ESTERAS,Abierto,2,,,,,80%,,,,,
Logisticos,La Arenosa,11/2/2026,7,Febrero,COVEN055,Checklist T2,Golpe delantero derecho y trasero cabina rayada y la carpa rota,CARROCERÍA BOTELLERA,Abierto,3,,,,,80%,,,,,
Logisticos,La Arenosa,13/2/2026,7,Febrero,COTMV884,Checklist T2,Golpe delantero y trasero cabina rayada y la carroseria rayada y la carpa rota,GOLPES Y RAYONES,Cerrado,0,,,,,80%,,,,,
Logisticos,La Arenosa,12/2/2026,7,Febrero,COVEK254,Checklist T2,Golpe estribo la cabina rayada y la carroseria la luz de la parte derecha,CARROCERÍA BOTELLERA,Abierto,3,,,,,80%,,,,,
Logisticos,La Arenosa,10/2/2026,7,Febrero,COKSP213,Checklist T2,La parte trasera golpe y las llantas mordidas la carroseria rayada,CARROCERÍA BOTELLERA,Abierto,3,,,,,80%,,,,,
Punto Corona,La Arenosa,9/2/2026,7,Febrero,COLPZ370,Checklist T2,Le falta la luna delantera y tiene las llanras mordisquiadas y rajada de ambos lados y la defensa trasera doblada,LLANTAS,Abierto,1,,,,,80%,,,,,
Punto Corona,La Arenosa,9/2/2026,7,Febrero,COVCL818,Checklist T2,"Molesto para encender 
Fugabde aire 
Envío si a la preoperacional para agilizar la salida porque si envío no sale flota no acto para salir Autorizado por los jefes de punto corona la salida Las fallas de la flota la envío en retorno",FRENOS,Abierto,1,,,,,80%,,,,,
Logisticos,La Arenosa,9/2/2026,7,Febrero,COLCN040,Checklist T2,Vehículo presenta dirección dura,LLANTAS,Cerrado,0,2/12/2026,,,,80%,,,,,
Logisticos,La Arenosa,10/2/2026,7,Febrero,COTMV884,Checklist T2,Camión no acto para una buena operación.,OTRA,Cerrado,0,,,,,80%,,,,,
Logisticos,La Arenosa,10/2/2026,7,Febrero,COLJU874,Checklist T2,Sale como está en el patio y con la cámara en mal estado,CÁMARAS,Cerrado,0,,,,,80%,,,,,
Logisticos,La Arenosa,10/2/2026,7,Febrero,COKSP873,Checklist T2,Tiene las llantas mordisquiadas de ambos lados y la defensa delantera machuca y parte trasera partida,LLANTAS,Cerrado,0,,,,,80%,,,Llantas presentan afectaciones leves sobre hombro,,
Logisticos,La Arenosa,10/2/2026,7,Febrero,COVEK254,Checklist T2,Vehículo presenta inestabilidad en la dirección(por favor no hacer caso omiso a ésta información),DIRECCIÓN,Cerrado,1,2/11/2026,1.00,0,100%,80%,50%,100%,"Se valida con otro conductor ya que no es el titular del 
mismo y trabaja de manera normal",,
Logisticos,La Arenosa,11/2/2026,7,Febrero,COJTX923,Checklist T2,Se descarga la presion,,Cerrado,0,2/14/2026,,,,80%,,,,,
Logisticos,La Arenosa,11/2/2026,7,Febrero,COKSP226,Checklist T2,Tiene la defensa delantera machucada y la farora delantera rajada y las llantas mordisquiadas de ambos lados y parte trasera partida y tiene una guia partida del lado del conductor,CABINA,Cerrado,0,2/14/2026,,,,80%,,,,,
Logisticos,La Arenosa,12/2/2026,7,Febrero,COVEN064,Checklist T2,Carpa rota en malas condiciones segundo día así,KIT CARRETERA,Cerrado,3,2/27/2026,15.00,15,100%,80%,50%,50%,,,
Logisticos,La Arenosa,12/2/2026,7,Febrero,COTMV884,Checklist T2,No tiene las correa y los malacate y las llantas mordisquiadas y le falta fuersa,MOTOR,Cerrado,2,2/12/2026,0.00,15,100%,80%,50%,100%,"Se valida funcionamiento del vehiculo en patio, y 
el movilizador de flota da parte positivo del 
vehiculo realizando prueba con peso",,
Logisticos,La Arenosa,12/2/2026,7,Febrero,COVEN055,Checklist T2,Tiene el estribo del lado del auxiliar partido y le faltan las correa y los malacate y las llantas mordisquiadas de ambos lados,CABINA,Cerrado,3,2/26/2026,14.00,16,100%,80%,50%,53%,Presentaba grietas en fibra,,
Logisticos,La Arenosa,12/2/2026,7,Febrero,COVEN055,Checklist T2,Tiene el estribo del lado del auxiliar partido y le faltan las correa y los malacate y las llantas mordisquiadas de ambos lados,CABINA,Cerrado,3,2/26/2026,14.00,16,100%,80%,50%,53%,Presentaba grietas en fibra,,
Logisticos,La Arenosa,13/2/2026,7,Febrero,COVEN015,Checklist T2,Lámpara exploradora partida,ESPEJOS Y VIDRIOS,Cerrado,1,2/13/2026,0.00,1,100%,80%,50%,100%,Se realiza cambio de talco con taller externo,,
Logisticos,La Arenosa,14/2/2026,7,Febrero,COVCL945,Checklist T2,Llanta de atrás lado izquierdo de afuera bordes dañados,LLANTAS,Cerrado,0,,,,,80%,,,,,
Logisticos,La Arenosa,12/1/2026,3,Enero,COVCL945,Checklist T2,Chapeta partida en la parte de atrás lado derecho,CARROCERÍA BOTELLERA,Abierto,3,,,,,80%,,,,,
Logisticos,La Arenosa,14/2/2026,7,Febrero,COKSP213,Checklist T2,Tiene la defensa delantera machucada y doblada y las llantas mordisquiadas de ambos lados y la parte trasera machucada y la estra dura,CARPAS/ESTERAS,Cerrado,1,15/02/2026,1.00,0,100%,80%,50%,100%,En turno PM se encarrila cará (ligeramente salida de riel),,
Logisticos,La Arenosa,15/2/2026,7,Febrero,COKSP226,Checklist T2,Tiene las llantas mordisquiadas de ambos lados y la defensa delantera machucada y la parte trasera partida y la farora rajada,LUCES,Cerrado,0,2/18/2026,,,,80%,,,,,
Logisticos,La Arenosa,11/2/2026,7,Febrero,COVEN055,Checklist T2,Tiene el estribo del lado del auxikiar partido le faltan las correa y los malacate no tiene carretilla ni cono y las llantas mordisquiadas de ambos lados,LLANTAS,Abierto,2,,,,,80%,,,,,
Logisticos,La Arenosa,11/2/2026,7,Febrero,COVEN055,Checklist T2,Tiene el estribo del lado del auxiliar partido y la defensa rayada y las llantas mordisquiadas de ambos lados y le faltan las correa y los malacate y no tiene carretilla ni cono,GOLPES Y RAYONES,Cerrado,3,2/22/2026,11.00,19,100%,80%,50%,63%,,,
Logisticos,La Arenosa,12/2/2026,7,Febrero,COTMV884,Checklist T2,Tiene la carpa desprendida de ambos lados y no tiene cono y las llantas mordisquiadas y rayada y le faltan las correa y los malacate y los estribo rayado de ambos lados,CARPAS/ESTERAS,Cerrado,3,3/3/2026,19.00,11,100%,80%,50%,37%,,,
Logisticos,La Arenosa,15/2/2026,7,Febrero,COKSP226,Checklist T2,Tiene la defensa delantera machucada y el talco de las luces partido y las llantas mordisquiadas de ambos y la parte trasera partida y los estop partido,GOLPES Y RAYONES,Cerrado,0,,,,,80%,,,,,
Logisticos,La Arenosa,11/2/2026,7,Febrero,COKSP226,Checklist T2,Tiene las llantas mordisquiadas de ambos lados y no tiene llantas de repuesto y la defensa delantera machucada y le falta el talco de las luces,LLANTAS,Cerrado,3,5/14/2026,92.00,-62,0%,80%,50%,0%,Se realiza envio del vehiculo a taller garcillantas para cambio de llanta #6 y reposicion de llanta de repuesto,,
Logisticos,La Arenosa,10/2/2026,7,Febrero,COVEN998,Checklist T2,Tiene una carretilla,CARRETILLAS,Cerrado,0,,,,,80%,,,,,
Logisticos,La Arenosa,13/2/2026,7,Febrero,COKSP226,Checklist T2,Tiene una guia partida del lado del conductor y tiene las llantas mordisquiadas de ambos lados y tiene la parte trasera partida del lado derecho y los estop trasero rajado y un golpe y ladefensa delantera machuca de ambos lados y la farora partida y le falta talco de las luces y no tiene llanta de repuesto,LUCES,Abierto,3,,,,,80%,,,,,
Punto Corona,La Arenosa,12/2/2026,7,Febrero,COVCL818,Checklist T2,Vehículo presenta el direccional del lado izquierdo quemado,LUCES,Cerrado,0,,,,,80%,,,,,
Logisticos,La Arenosa,9/2/2026,7,Febrero,COVEP930,Checklist T2,Vehículo presenta manija eleva vidrio dañado,ESPEJOS Y VIDRIOS,Cerrado,2,2/10/2026,1.00,14,100%,80%,50%,93%,Se coloca pin para que no se salga manija,,
Punto Corona,La Arenosa,11/2/2026,7,Febrero,COVCL818,Checklist T2,Vehículo VCL818 tiene la novedad del un direccional quemado del lado izquierdo,LUCES,Abierto,1,,,,,80%,,,,,
Punto Corona,La Arenosa,21/2/2026,8,Febrero,COKSP215,Checklist T2,"Base del retrovisor izquierdo se partio por óxido 
Se deja la flota igual como salio",ESPEJOS Y VIDRIOS,Abierto,1,,,,,80%,,,,,
Logisticos,La Arenosa,20/2/2026,8,Febrero,COVEL950,Checklist T2,De un momento a otro se puso la dirección durísima ojo,DIRECCIÓN,Abierto,1,,,,,80%,,,,,
Logisticos,La Arenosa,18/2/2026,8,Febrero,COLJT741,Checklist T2,El mofle machucadolas varillas torcidas un golpe en el techo las esteras machucadas,CARPAS/ESTERAS,Cerrado,3,3/8/2026,18.00,12,100%,80%,50%,40%,,,
Logisticos,La Arenosa,21/2/2026,8,Febrero,COLCN033,Checklist T2,Fuga de valbulina en la rueda delantera lado derecho,TRANSMISION,Abierto,1,,,,,80%,,,,,
Punto Corona,La Arenosa,21/2/2026,8,Febrero,COKSP215,Checklist T2,"Le falta la media luna izquierda 
Envío si a la preoperacional para agilizar la salida porque si envío no sale flota no acto para salir Autorizado por los jefes de punto corona la salida Las fallas de la flota la envío en retorno",ESPEJOS Y VIDRIOS,Cerrado,0,,,,,80%,,,,,
Logisticos,La Arenosa,17/2/2026,8,Febrero,COJTX902,Checklist T2,"Llanta posición 6 espichada 
Carretilla un cono 
No tiene llanta de respuesto 
No tiene botiquín",LLANTAS,Cerrado,2,2/18/2026,1.00,14,100%,80%,50%,93%,Llanta se encontraba en reparacion,,
Logisticos,La Arenosa,17/2/2026,8,Febrero,COKSP226,Checklist T2,Luces de parqueo y direccionales no funciona y el ventana del copiloto no baja.,ELÉCTRICO,Cerrado,2,2/22/2026,5.00,10,100%,80%,50%,67%,Se envia a taller roincor para reparación.,,
Logisticos,La Arenosa,16/2/2026,8,Febrero,COVCL949,Checklist T2,Silla del conductor suenta en muy mal estado para conducir,SILLAS,Cerrado,0,2/19/2026,,,,80%,,,,,
Logisticos,La Arenosa,16/2/2026,8,Febrero,COVEK254,Checklist T2,Tiene los estribo partido y rajado y las llantas mordisquiadas de ambos lados y la carpa rajada y le faltan las correa y los malacate,CARPAS/ESTERAS,Cerrado,0,2/19/2026,,,,80%,,,,,
Logisticos,La Arenosa,18/2/2026,8,Febrero,COVEN015,Checklist T2,Lámpara del lado del auxiliar partida,LUCES,Cerrado,0,2/21/2026,,,,80%,,,,,
Logisticos,La Arenosa,18/2/2026,8,Febrero,COVEN055,Checklist T2,Tiene el estribo del lado del auxiliar partido y le faltan las correa y los malacate y las llantas mordisquiada de ambos lados,KIT SEGURIDAD,Cerrado,0,,,,,80%,,,,,
Logisticos,La Arenosa,18/2/2026,8,Febrero,COVEN055,Checklist T2,Tiene el estribo del lado del auxiliar partido y le faltan las correa y los malacate y las llantas mordisquiadas de ambos lados,LLANTAS,Cerrado,0,,,,,80%,,,,,
Logisticos,La Arenosa,19/2/2026,8,Febrero,COKSP213,Checklist T2,Tiene la defensa delantera machucada y dobladas y los estribo partido y las llantas mordisquiadas de ambos lados y la parte trasera machucada,CARPAS/ESTERAS,Cerrado,0,,,,,80%,,,,,
Logisticos,La Arenosa,21/2/2026,8,Febrero,COJTX902,Checklist T2,Tiene las llantas mordisquiadas de ambos lados y la defensa delantera machucada,CARROCERÍA BOTELLERA,Cerrado,0,,,,,80%,,,,,
Logisticos,La Arenosa,20/2/2026,8,Febrero,COLJT741,Checklist T2,Tiene la direccion dura a la izqjierda y la defensa delantera doblada y las llantas mordisquiadas de ambos lados y el paral izquierdo machucado y le falta la tapa del lado del conductor,GOLPES Y RAYONES,Cerrado,0,,,,,80%,,,,,
Logisticos,La Arenosa,16/2/2026,8,Febrero,COVEK254,Checklist T2,Tiene los estribo partido de ambos lados y el talco de las luces partido y las llantas mordisquiadas de ambos lados y la carpa rota y le faltan las correa y los malacate,CARPAS/ESTERAS,Cerrado,2,2/18/2026,2.00,13,100%,80%,50%,87%,Se a mantto  en taller todofibras,,
Logisticos,La Arenosa,25/2/2026,9,Febrero,COVEK254,Checklist T2,"Cambio de reversa se sale sola 
Se deja la flota igual como salio",TRANSMISION,Cerrado,2,3/1/2026,4.00,11,100%,80%,50%,73%,Se envia a taller Tecnibenz para revision,,
Logisticos,La Arenosa,25/2/2026,9,Febrero,COVEK254,Checklist T2,"Cambio de reversa se sale solo 
Envío si a la preoperacional para agilizar la salida porque si envío no sale flota no acto para salir Autorizado por los jefes de punto corona la salida Las fallas de la flota la envío en retorno",TRANSMISION,Cerrado,2,3/1/2026,4.00,11,100%,80%,50%,73%,Se envia a taller Tecnibenz para revision,,
Logisticos,La Arenosa,26/2/2026,9,Febrero,COVEN015,Checklist T2,Fuga de aire en las mangueras que van por la suspensión delantera.,FRENOS,Cerrado,2,3/1/2026,3.00,12,100%,80%,50%,80%,Fuga descargaba el vehiculo despues de 10 minutos estando apagado,,
Logisticos,La Arenosa,25/2/2026,9,Febrero,COLJU874,Checklist T2,Le faltan las luna delantera de ambos lados y los estribo machucado de ambos lados y la defensa delantera rayada machucada y la defensa trasera machucada y las llantas mordiquiadas,LLANTAS,Cerrado,0,,,,,80%,,,,,
Logisticos,La Arenosa,23/2/2026,9,Febrero,COLCN045,Checklist T2,Tiene la defensa delantera machucada y doblada y las llantas mordisquiadas de ambos lados,GOLPES Y RAYONES,Cerrado,0,,,,,80%,,,,,
Punto Corona,La Arenosa,24/2/2026,9,Febrero,COVCL818,Checklist T2,Odómetro no funciona,ELÉCTRICO,Abierto,3,,,,,80%,,,,,
Punto Corona,La Arenosa,24/2/2026,9,Febrero,COVCL818,Checklist T2,Odómetro no funciona,ELÉCTRICO,Cerrado,0,,,,,80%,,,,,
Logisticos,La Arenosa,26/2/2026,9,Febrero,COVEL950,Checklist T2,Tiene la defensa delantera partida y la farora desprendida y la carpa rota y la reve la vota y le faltan las correa y los malacate,CARPAS/ESTERAS,Cerrado,2,1/3/2026,3.00,12,100%,80%,50%,80%,Se envia a taller todofibra para reparacion por carpa cortada se realiza mantto preventivo de deslizadores,,
Logisticos,La Arenosa,26/2/2026,9,Febrero,COVEL950,Checklist T2,Tiene la defensa delantera partida y rajada y las llantas mordisquiada y rajada y la carpa rota de ambos lados,CARPAS/ESTERAS,Cerrado,2,1/3/2026,3.00,12,100%,80%,50%,80%,Se envia a taller todofibra para reparacion por carpa cortada se realiza mantto preventivo de deslizadores,,
Logisticos,La Arenosa,27/2/2026,9,Febrero,COKSP213,Checklist T2,Llantas con bordes malos trasera ambas lados de afuera y delantera lado derecho,LLANTAS,Cerrado,0,,,,,80%,,,,,
Logisticos,La Arenosa,27/2/2026,9,Febrero,COVCL945,Checklist T2,Tiene la defensa delantera partida de ambos lados y la carpa rota de ambos lados y las llantas mordisquiadas de ambos lados,LLANTAS,Cerrado,3,3/9/2026,10.00,20,100%,80%,50%,67%,Llantas tienen afectaciones leves en hombro,,
Logisticos,La Arenosa,27/2/2026,9,Febrero,COVCL945,Checklist T2,Tiene la defensa delantera partida de ambos lados y la carpa rota de ambos lados y las llantas mordisquiadas de ambos lados y le faltan las correa y los malacate,CARPAS/ESTERAS,Cerrado,3,3/1/2026,2.00,28,100%,80%,50%,93%,Se realiza reparacion den taller todofibra,,
Logisticos,La Arenosa,27/2/2026,9,Febrero,COVCL945,Checklist T2,Tiene la defensa delantera partida y las llantas mordisquiadas de ambos lados y la carpa rota de ambos lados,CARPAS/ESTERAS,Cerrado,3,3/1/2026,2.00,28,100%,80%,50%,93%,Se realiza reparacion den taller todofibra,,
Logisticos,La Arenosa,28/2/2026,9,Febrero,COJTX435,Checklist T2,Tiene la defensa delantera machucada y rayada y las llantas mordisquiadas de ambos lados y la defensa trasera doblada,CARROCERÍA BOTELLERA,Cerrado,0,7/1/2026,,,,80%,,,,,
Punto Corona,La Arenosa,26/2/2026,9,Febrero,COLJT743,Checklist T2,Tiene la defensa delantera rayada y machucada como la trasera y la luna delantera del lado del conductor partida y las llantas mordisquiadas de ambos lados y no tiene cono,GOLPES Y RAYONES,Abierto,3,,,,,80%,,,,,
Punto Corona,La Arenosa,26/2/2026,9,Febrero,COLJT743,Checklist T2,Tiene la defensa trasera machucada de ambos lados y tiene la luna del lado izquierdo partida y las llantas mordisquiadas de ambos lados y la defensa delantera machucada y rayada y le falta la tapa del lado del auxiliar,GOLPES Y RAYONES,Cerrado,0,,,,,80%,,,,,
Logisticos,La Arenosa,24/2/2026,9,Febrero,COJTX902,Checklist T2,Tiene la llantas mordisquiadas de ambos lados la defensa delantera rayada y no tiene llanta de repuesto,GOLPES Y RAYONES,Abierto,3,,,,,80%,,,,,
Logisticos,La Arenosa,2/3/2026,10,Marzo,COLCN049,Checklist T2,Tiene las llantas mordisquiadas de ambos lados y la defensa delantera rayada y machucada y la trasera tambien,CARROCERÍA BOTELLERA,Cerrado,0,,,,,80%,,,,,
Logisticos,La Arenosa,3/3/2026,10,Marzo,COJTX437,Checklist T2,Le falta la luna delantera del lado izquierdo y la defensa delantera machucada y las llantas mordisquiadas de ambos lados y la defensa trasera dobladas,ESPEJOS Y VIDRIOS,Abierto,1,,,,,80%,,,,,
Logisticos,La Arenosa,4/3/2026,10,Marzo,COLJU875,Checklist T2,Le falta un espejo golpe trasero,ESPEJOS Y VIDRIOS,Abierto,3,,,,,80%,,,,,
Logisticos,La Arenosa,4/3/2026,10,Marzo,COVEK254,Checklist T2,Llanta trasera lado de afuera bordes dalados,LLANTAS,Cerrado,0,,,,,80%,,,,,
Logisticos,La Arenosa,5/3/2026,10,Marzo,COVCM612,Checklist T2,Sale sin carretilla y uncono notiene amarre,OTRA,Abierto,2,,,,,80%,,,,,
Logisticos,La Arenosa,5/3/2026,10,Marzo,COVCL945,Checklist T2,Tiene la defensa delantera partidas de ambos lados y los talco de las luces partida y las llantas mordisquiadas de ambos lados y le faltan las correa y los malacate y la carpa rota,CARPAS/ESTERAS,Cerrado,0,,,,,80%,,,novedad corregida,,
Logisticos,La Arenosa,6/3/2026,10,Marzo,COVEK257,Checklist T2,No tapa del combustible,CARROCERÍA BOTELLERA,Cerrado,1,3/6/2026,0.00,1,100%,80%,50%,100%,Se repone tapa de combustible,,
Logisticos,La Arenosa,6/3/2026,10,Marzo,COLJU875,Checklist T2,"No tiene Kit de herramientas, El espejo del conductor está suelto, El espejo auxiliar del capo no lo tiene",OTRA,Cerrado,0,,,,,80%,,,,,
Logisticos,La Arenosa,6/3/2026,10,Marzo,COVEN015,Checklist T2,Un espejo se rueda,ESPEJOS Y VIDRIOS,Cerrado,0,,,,,80%,,,,,
Logisticos,La Arenosa,7/3/2026,10,Marzo,COVCM612,Checklist T2,No tiene Kit de herramientas y el tablero no deja ver los números,ELÉCTRICO,Cerrado,3,4/1/2026,25.00,5,100%,80%,50%,17%,Se envia a taller Electronic System y se envia a bogota para reparación,,
Logisticos,La Arenosa,7/3/2026,10,Marzo,COJTX918,Checklist T2,Tiene la defensa delantera rayada y las llantas mordisquiadas de ambos lados,CARROCERÍA BOTELLERA,Cerrado,0,,,,,80%,,,,,
Punto Corona,La Arenosa,4/3/2026,10,Marzo,COLPZ372,Checklist T2,Golpe delantero y trasero cabina rayada y la luna carretilla,CARROCERÍA BOTELLERA,Abierto,3,,,,,80%,,,,,
Punto Corona,La Arenosa,3/3/2026,10,Marzo,COLPZ370,Checklist T2,retrovisor del lado izquierdo flojo,ESPEJOS Y VIDRIOS,Cerrado,0,,,,,80%,,,,,
Punto Corona,La Arenosa,5/3/2026,10,Marzo,COVCL818,Checklist T2,Sin carretilla sin cono,KIT CARRETERA,Cerrado,0,,,,,80%,,,,,
Punto Corona,La Arenosa,4/3/2026,10,Marzo,COLPZ372,Checklist T2,Tiene la defensa delanrera rayada y la placa partida y le falta la tapa del lado derecho y las llantas mordisquiada de ambos lados y con boquete a los lados y la defensa trasera doblada y partida,GOLPES Y RAYONES,Cerrado,0,,,,,80%,,,,,
Logisticos,La Arenosa,2/3/2026,10,Marzo,COVCM612,Checklist T2,Sale como está en el patio sin cono y su dos carretilla,OTRA,Cerrado,0,3/5/2026,,,,80%,,,,,
